ID,Ref_Code,Strata_Code,Latitude,Longitude,Year1,Year2,Year3,Type1,Type2,Type3
783,1,1,3.909423201,-61.72113213,N/A,N/A,N/A,N/A,N/A,N/A
784,1,1,1.236575904,-68.38977564,N/A,N/A,N/A,N/A,N/A,N/A
785,2,2,-8.737149201,-54.99966768,N/A,N/A,N/A,N/A,N/A,N/A
786,1,6,-15.78039019,-67.3117973,N/A,N/A,N/A,N/A,N/A,N/A
787,1,1,-4.552437281,-63.41274964,N/A,N/A,N/A,N/A,N/A,N/A
788,4,3,-5.538787463,-60.71268339,2004,N/A,N/A,D/ND,N/A,N/A
789,1,1,2.937625726,-63.43538719,N/A,N/A,N/A,N/A,N/A,N/A
790,1,1,-3.7700945,-71.73959334,N/A,N/A,N/A,N/A,N/A,N/A
791,1,1,-7.161414361,-65.50780055,N/A,N/A,N/A,N/A,N/A,N/A
792,4,3,-8.952475374,-51.32214457,1999,2007,2017,D/ND,D/ND,D/ND
793,1,1,-4.304502263,-61.75778339,N/A,N/A,N/A,N/A,N/A,N/A
794,1,1,3.535095222,-55.44056082,N/A,N/A,N/A,N/A,N/A,N/A
795,2,6,-3.512457677,-75.41118757,N/A,N/A,N/A,N/A,N/A,N/A
796,1,1,-6.484713457,-75.64106645,N/A,N/A,N/A,N/A,N/A,N/A
797,1,1,-12.51357682,-71.1938668,N/A,N/A,N/A,N/A,N/A,N/A
798,4,3,-3.690863092,-73.41207673,2016,N/A,N/A,D/ND,N/A,N/A
799,4,7,-6.522981688,-51.98213681,1999,2005,N/A,D/ND,D/ND,N/A
800,4,3,-5.833345045,-74.31838702,2004,2013,2016,D/ND,D/ND,D/ND
801,1,1,-0.473636734,-62.85193141,N/A,N/A,N/A,N/A,N/A,N/A
802,1,1,8.196812557,-59.87805866,N/A,N/A,N/A,N/A,N/A,N/A
803,1,1,-8.021102088,-75.11339605,N/A,N/A,N/A,N/A,N/A,N/A
804,1,1,-11.07016383,-66.31790127,N/A,N/A,N/A,N/A,N/A,N/A
805,4,3,-8.85464884,-51.99453356,2010,2017,N/A,D/ND,D/ND,N/A
806,4,5,-9.145164003,-51.85655233,2002,2012,N/A,D/ND,D/ND,N/A
807,2,7,-13.74355011,-66.67902402,N/A,N/A,N/A,N/A,N/A,N/A
808,3,4,-9.870912921,-68.64714297,1998,N/A,N/A,Deforestation,N/A,N/A
809,1,1,-8.562786204,-64.6141565,N/A,N/A,N/A,N/A,N/A,N/A
810,1,1,7.971515084,-59.48459657,N/A,N/A,N/A,N/A,N/A,N/A
811,1,3,-14.44531401,-62.33692726,N/A,N/A,N/A,N/A,N/A,N/A
812,2,2,-14.10898477,-65.63985289,N/A,N/A,N/A,N/A,N/A,N/A
813,6,1,-7.896595589,-50.46434331,N/A,N/A,N/A,N/A,N/A,N/A
814,3,5,-3.368008579,-51.60780883,2002,2009,N/A,Deforestation,Deforestation,N/A
815,1,1,-10.07465083,-56.96239674,N/A,N/A,N/A,N/A,N/A,N/A
816,1,1,-9.029550826,-59.52340379,N/A,N/A,N/A,N/A,N/A,N/A
817,3,4,-3.901068869,-48.06853644,1995,N/A,N/A,Deforestation,N/A,N/A
818,1,1,-5.509682048,-52.10475685,N/A,N/A,N/A,N/A,N/A,N/A
819,6,7,-2.253648469,-53.89096696,N/A,N/A,N/A,N/A,N/A,N/A
821,1,1,-4.979586199,-51.3755045,N/A,N/A,N/A,N/A,N/A,N/A
822,1,1,-7.170846671,-66.61946571,N/A,N/A,N/A,N/A,N/A,N/A
823,3,3,-2.785361286,-54.61617689,2005,N/A,N/A,Deforestation,N/A,N/A
824,1,1,0.169916336,-74.32593287,N/A,N/A,N/A,N/A,N/A,N/A
825,1,1,3.394419048,-53.33850306,N/A,N/A,N/A,N/A,N/A,N/A
826,1,1,-1.211782403,-70.36678792,N/A,N/A,N/A,N/A,N/A,N/A
827,1,1,-1.463490345,-72.08751085,N/A,N/A,N/A,N/A,N/A,N/A
828,1,1,-5.989112915,-62.59672004,N/A,N/A,N/A,N/A,N/A,N/A
829,1,1,-2.129141971,-65.03995795,N/A,N/A,N/A,N/A,N/A,N/A
830,1,1,-6.512740894,-59.70153971,N/A,N/A,N/A,N/A,N/A,N/A
831,1,1,5.32642573,-59.06876642,N/A,N/A,N/A,N/A,N/A,N/A
832,6,6,-12.19422574,-64.47590578,N/A,N/A,N/A,N/A,N/A,N/A
833,1,1,-5.016237462,-63.97464585,N/A,N/A,N/A,N/A,N/A,N/A
834,1,1,-8.697802991,-73.54116464,N/A,N/A,N/A,N/A,N/A,N/A
835,3,4,0.445878791,-63.55800722,2016,N/A,N/A,Deforestation,N/A,N/A
836,2,7,1.381025002,-76.58321952,N/A,N/A,N/A,N/A,N/A,N/A
837,4,3,-14.57332394,-62.12187058,2011,N/A,N/A,D/ND,N/A,N/A
838,1,1,1.396655688,-59.50076624,N/A,N/A,N/A,N/A,N/A,N/A
839,2,2,-2.367105689,-45.05585647,N/A,N/A,N/A,N/A,N/A,N/A
840,3,4,-9.866331513,-62.27413502,2000,N/A,N/A,Deforestation,N/A,N/A
841,2,7,-6.006899558,-49.86768229,N/A,N/A,N/A,N/A,N/A,N/A
842,1,7,-10.91870787,-55.93993429,N/A,N/A,N/A,N/A,N/A,N/A
843,4,1,-6.842063277,-68.90585777,2007,N/A,N/A,D/ND,N/A,N/A
844,4,3,2.332071393,-61.65483646,1998,2001,2016,D/ND,D/ND,D/ND
845,4,3,-8.786197215,-51.58678825,2011,N/A,N/A,D/ND,N/A,N/A
846,1,1,-9.434601187,-63.82534585,N/A,N/A,N/A,N/A,N/A,N/A
847,4,3,-11.17499722,-56.69182418,2012,N/A,N/A,D/ND,N/A,N/A
848,1,1,0.02789269,-51.5846323,N/A,N/A,N/A,N/A,N/A,N/A
849,1,7,-6.317896309,-64.95695362,N/A,N/A,N/A,N/A,N/A,N/A
850,1,1,-2.055839443,-69.32626933,N/A,N/A,N/A,N/A,N/A,N/A
851,1,1,-0.878417601,-76.26171248,N/A,N/A,N/A,N/A,N/A,N/A
852,1,1,0.53454251,-63.51300163,N/A,N/A,N/A,N/A,N/A,N/A
853,1,1,-9.188822126,-65.16419495,N/A,N/A,N/A,N/A,N/A,N/A
854,5,4,-9.814319058,-51.84604204,1999,2002,N/A,D/ND,Deforestation,N/A
855,2,7,-11.66035697,-62.41831462,N/A,N/A,N/A,N/A,N/A,N/A
856,4,4,-10.66053206,-57.85442382,2005,N/A,N/A,D/ND,N/A,N/A
857,1,1,-15.20367177,-67.63438232,N/A,N/A,N/A,N/A,N/A,N/A
858,1,1,3.090159662,-66.01498936,N/A,N/A,N/A,N/A,N/A,N/A
859,2,7,-2.391360202,-54.44262237,N/A,N/A,N/A,N/A,N/A,N/A
860,1,1,-14.80643675,-66.43378394,N/A,N/A,N/A,N/A,N/A,N/A
861,1,1,1.814911284,-71.77247168,N/A,N/A,N/A,N/A,N/A,N/A
862,2,2,-11.9174548,-65.69348232,N/A,N/A,N/A,N/A,N/A,N/A
863,1,1,-12.40631798,-54.03999746,N/A,N/A,N/A,N/A,N/A,N/A
864,1,1,-6.226537645,-52.89545396,N/A,N/A,N/A,N/A,N/A,N/A
865,1,1,-9.471252451,-52.97845829,N/A,N/A,N/A,N/A,N/A,N/A
866,1,1,-9.714067072,-69.00233683,N/A,N/A,N/A,N/A,N/A,N/A
867,1,1,4.089176089,-66.88114495,N/A,N/A,N/A,N/A,N/A,N/A
868,1,1,-9.071591981,-75.21903793,N/A,N/A,N/A,N/A,N/A,N/A
869,1,1,-0.722919225,-75.34920381,N/A,N/A,N/A,N/A,N/A,N/A
870,1,1,-1.673426627,-46.24540557,N/A,N/A,N/A,N/A,N/A,N/A
871,6,6,-1.645938179,-55.92969349,N/A,N/A,N/A,N/A,N/A,N/A
872,1,1,3.056472838,-70.15577366,N/A,N/A,N/A,N/A,N/A,N/A
873,1,1,6.6518001,-61.06787726,N/A,N/A,N/A,N/A,N/A,N/A
874,3,4,-10.14498891,-62.40052798,2002,N/A,N/A,Deforestation,N/A,N/A
875,1,1,-5.765162915,-57.31516516,N/A,N/A,N/A,N/A,N/A,N/A
876,1,1,-10.03557411,-74.65768071,N/A,N/A,N/A,N/A,N/A,N/A
877,1,1,-5.024591794,-74.81317908,N/A,N/A,N/A,N/A,N/A,N/A
878,1,1,1.019902258,-69.68415814,N/A,N/A,N/A,N/A,N/A,N/A
879,3,4,-9.470713462,-75.06461753,2013,N/A,N/A,Deforestation,N/A,N/A
880,2,2,-13.43794325,-63.19904044,N/A,N/A,N/A,N/A,N/A,N/A
881,1,1,-1.714120309,-61.28643736,N/A,N/A,N/A,N/A,N/A,N/A
882,1,1,-12.09774668,-68.8498029,N/A,N/A,N/A,N/A,N/A,N/A
883,1,1,-7.212618332,-53.31020613,N/A,N/A,N/A,N/A,N/A,N/A
884,1,1,-5.305944141,-51.94467706,N/A,N/A,N/A,N/A,N/A,N/A
885,1,1,-7.738132773,-76.05015923,N/A,N/A,N/A,N/A,N/A,N/A
886,4,3,-2.678371935,-46.65045593,2016,N/A,N/A,D/ND,N/A,N/A
887,1,1,-5.861641976,-73.35521338,N/A,N/A,N/A,N/A,N/A,N/A
888,1,1,4.353280783,-54.22810468,N/A,N/A,N/A,N/A,N/A,N/A
889,1,1,4.586393599,-54.11599494,N/A,N/A,N/A,N/A,N/A,N/A
890,1,1,-2.757333849,-69.85124478,N/A,N/A,N/A,N/A,N/A,N/A
891,1,1,6.247827717,-62.5835148,N/A,N/A,N/A,N/A,N/A,N/A
892,3,4,-2.238826267,-53.86159205,1997,N/A,N/A,Deforestation,N/A,N/A
893,1,1,-4.466468508,-75.55698414,N/A,N/A,N/A,N/A,N/A,N/A
894,1,1,2.258768866,-53.59317544,N/A,N/A,N/A,N/A,N/A,N/A
895,1,1,-1.011278431,-59.67081733,N/A,N/A,N/A,N/A,N/A,N/A
896,1,1,-0.73558547,-71.56819478,N/A,N/A,N/A,N/A,N/A,N/A
897,1,1,4.309083671,-58.65967364,N/A,N/A,N/A,N/A,N/A,N/A
898,1,1,3.662835655,-68.99128756,N/A,N/A,N/A,N/A,N/A,N/A
899,1,1,-8.927951367,-67.50017402,N/A,N/A,N/A,N/A,N/A,N/A
900,1,1,-13.17249108,-71.26663034,N/A,N/A,N/A,N/A,N/A,N/A
901,1,1,2.55871634,-62.87106553,N/A,N/A,N/A,N/A,N/A,N/A
902,1,1,-3.261019229,-76.34768125,N/A,N/A,N/A,N/A,N/A,N/A
903,1,1,0.839340886,-52.90165233,N/A,N/A,N/A,N/A,N/A,N/A
904,1,1,-2.988829698,-62.97751589,N/A,N/A,N/A,N/A,N/A,N/A
905,4,1,-4.109927172,-53.83167815,2010,N/A,N/A,D/ND,N/A,N/A
906,1,1,-1.787422837,-62.69158213,N/A,N/A,N/A,N/A,N/A,N/A
907,2,6,-1.002924099,-50.19350125,N/A,N/A,N/A,N/A,N/A,N/A
908,4,1,-4.14738692,-54.59111389,2004,N/A,N/A,D/ND,N/A,N/A
909,1,1,-15.3567447,-66.99918358,N/A,N/A,N/A,N/A,N/A,N/A
910,2,2,-0.232708574,-51.31837165,N/A,N/A,N/A,N/A,N/A,N/A
911,1,1,-9.455891259,-51.40110648,N/A,N/A,N/A,N/A,N/A,N/A
912,1,1,5.124035296,-53.76726894,N/A,N/A,N/A,N/A,N/A,N/A
913,2,2,-14.87219343,-64.64514838,N/A,N/A,N/A,N/A,N/A,N/A
914,3,4,-10.64678783,-51.78810071,1996,N/A,N/A,Deforestation,N/A,N/A
915,3,5,-10.44170245,-63.72778881,2007,N/A,N/A,Deforestation,N/A,N/A
916,1,1,-5.832806056,-72.45105904,N/A,N/A,N/A,N/A,N/A,N/A
917,1,6,-4.21556905,-48.2000498,N/A,N/A,N/A,N/A,N/A,N/A
918,1,1,-7.341975733,-74.71696951,N/A,N/A,N/A,N/A,N/A,N/A
919,1,1,-2.470052621,-58.35972617,N/A,N/A,N/A,N/A,N/A,N/A
920,1,1,-3.76066219,-57.81507761,N/A,N/A,N/A,N/A,N/A,N/A
921,1,3,1.330899009,-60.96007942,N/A,N/A,N/A,N/A,N/A,N/A
922,4,3,-9.123604436,-59.01971841,2010,N/A,N/A,D/ND,N/A,N/A
923,1,1,-2.609920311,-63.53024928,N/A,N/A,N/A,N/A,N/A,N/A
924,1,1,-1.471305688,-66.36209838,N/A,N/A,N/A,N/A,N/A,N/A
925,1,1,6.355086562,-61.84375217,N/A,N/A,N/A,N/A,N/A,N/A
926,4,3,-10.58076166,-56.62903194,2016,N/A,N/A,D/ND,N/A,N/A
927,1,1,-8.386536745,-59.61988285,N/A,N/A,N/A,N/A,N/A,N/A
928,1,1,-2.37007013,-71.44557474,N/A,N/A,N/A,N/A,N/A,N/A
929,1,1,-6.694380245,-56.62849295,N/A,N/A,N/A,N/A,N/A,N/A
930,3,4,-9.231132775,-68.57222348,2001,N/A,N/A,Deforestation,N/A,N/A
931,1,1,-5.087384033,-72.11526879,N/A,N/A,N/A,N/A,N/A,N/A
932,2,2,-11.36849433,-57.70350685,N/A,N/A,N/A,N/A,N/A,N/A
933,1,1,4.691496487,-66.56206337,N/A,N/A,N/A,N/A,N/A,N/A
934,4,3,-1.580181501,-48.68028915,2004,N/A,N/A,D/ND,N/A,N/A
935,1,7,-5.811246489,-49.86606533,N/A,N/A,N/A,N/A,N/A,N/A
936,1,1,0.689232402,-61.80871787,N/A,N/A,N/A,N/A,N/A,N/A
937,1,1,-3.542102081,-66.89515867,N/A,N/A,N/A,N/A,N/A,N/A
938,1,1,-5.813132951,-59.60371317,N/A,N/A,N/A,N/A,N/A,N/A
939,2,2,4.587202083,-61.48721083,N/A,N/A,N/A,N/A,N/A,N/A
940,2,7,-4.671284393,-47.71792399,N/A,N/A,N/A,N/A,N/A,N/A
941,3,5,-12.11957574,-63.79165903,2009,N/A,N/A,Deforestation,N/A,N/A
942,1,1,2.806651358,-70.05848611,N/A,N/A,N/A,N/A,N/A,N/A
943,2,2,-9.617588011,-55.99976209,N/A,N/A,N/A,N/A,N/A,N/A
944,1,1,-16.07656473,-65.43584549,N/A,N/A,N/A,N/A,N/A,N/A
945,4,3,-7.755380427,-51.89886298,2002,N/A,N/A,D/ND,N/A,N/A
946,1,1,-3.310606232,-61.59851209,N/A,N/A,N/A,N/A,N/A,N/A
947,2,7,1.482624461,-50.62577056,N/A,N/A,N/A,N/A,N/A,N/A
948,1,1,-8.87054902,-57.01171425,N/A,N/A,N/A,N/A,N/A,N/A
949,1,1,-5.794537824,-75.2750928,N/A,N/A,N/A,N/A,N/A,N/A
950,1,1,4.538962552,-63.41840903,N/A,N/A,N/A,N/A,N/A,N/A
951,4,3,-3.710266702,-61.61845469,2015,N/A,N/A,D/ND,N/A,N/A
952,1,1,-3.425410926,-60.70352058,N/A,N/A,N/A,N/A,N/A,N/A
953,1,1,-1.045234749,-58.03660216,N/A,N/A,N/A,N/A,N/A,N/A
954,1,1,-3.15591634,-53.73492959,N/A,N/A,N/A,N/A,N/A,N/A
955,5,3,-7.266247754,-50.3848424,1998,2002,N/A,D/ND,Deforestation,N/A
956,2,2,3.044884571,-59.65545613,N/A,N/A,N/A,N/A,N/A,N/A
957,1,1,-4.691765982,-61.15411552,N/A,N/A,N/A,N/A,N/A,N/A
958,1,1,-0.656893052,-75.39879082,N/A,N/A,N/A,N/A,N/A,N/A
959,3,4,-10.64732682,-56.32854548,2005,N/A,N/A,Deforestation,N/A,N/A
960,1,1,1.154110561,-76.26656338,N/A,N/A,N/A,N/A,N/A,N/A
961,4,1,-7.082182953,-55.27131822,2005,N/A,N/A,D/ND,N/A,N/A
962,1,1,-5.571396308,-53.25549872,N/A,N/A,N/A,N/A,N/A,N/A
963,1,1,-13.25280047,-68.6059103,N/A,N/A,N/A,N/A,N/A,N/A
964,1,1,-14.60808874,-68.272276,N/A,N/A,N/A,N/A,N/A,N/A
965,1,1,0.896743232,-70.45087023,N/A,N/A,N/A,N/A,N/A,N/A
966,2,7,-2.236939805,-55.72918952,N/A,N/A,N/A,N/A,N/A,N/A
967,2,2,2.687534751,-54.00280721,N/A,N/A,N/A,N/A,N/A,N/A
968,1,1,-10.08893404,-58.2583962,N/A,N/A,N/A,N/A,N/A,N/A
969,1,1,-5.913384937,-52.9431545,N/A,N/A,N/A,N/A,N/A,N/A
970,4,4,-2.58458782,-58.00399332,2009,2015,N/A,D/ND,D/ND,N/A
971,2,7,1.315537818,-61.46699874,N/A,N/A,N/A,N/A,N/A,N/A
972,1,1,-0.925309658,-61.99925054,N/A,N/A,N/A,N/A,N/A,N/A
973,1,1,-9.037905158,-75.16729497,N/A,N/A,N/A,N/A,N/A,N/A
974,3,4,-7.089459307,-52.26537562,2007,N/A,N/A,Deforestation,N/A,N/A
975,4,3,-2.849231502,-55.39555523,2016,N/A,N/A,D/ND,N/A,N/A
976,1,1,-4.359748653,-66.81457979,N/A,N/A,N/A,N/A,N/A,N/A
977,1,4,-6.722407681,-60.01388393,N/A,N/A,N/A,N/A,N/A,N/A
978,1,1,2.185735834,-51.38655378,N/A,N/A,N/A,N/A,N/A,N/A
979,4,3,-13.63144036,-62.64711553,2011,N/A,N/A,D/ND,N/A,N/A
980,1,1,-7.614973748,-73.22100507,N/A,N/A,N/A,N/A,N/A,N/A
981,1,1,-10.39561888,-56.74221967,N/A,N/A,N/A,N/A,N/A,N/A
982,1,1,4.596903888,-57.51351317,N/A,N/A,N/A,N/A,N/A,N/A
983,2,4,-5.04372591,-67.06089784,N/A,N/A,N/A,N/A,N/A,N/A
984,1,1,2.132106411,-71.71048792,N/A,N/A,N/A,N/A,N/A,N/A
985,1,1,1.951275544,-65.34879874,N/A,N/A,N/A,N/A,N/A,N/A
986,4,3,-13.28864325,-62.51236823,2008,N/A,N/A,D/ND,N/A,N/A
988,1,1,-0.663091427,-76.69263432,N/A,N/A,N/A,N/A,N/A,N/A
989,1,1,3.024402983,-66.15566553,N/A,N/A,N/A,N/A,N/A,N/A
990,2,4,-7.966125192,-74.8220724,N/A,N/A,N/A,N/A,N/A,N/A
991,1,1,-1.160308937,-64.65215524,N/A,N/A,N/A,N/A,N/A,N/A
992,1,1,-15.62300535,-67.36273178,N/A,N/A,N/A,N/A,N/A,N/A
993,1,1,-1.018015796,-64.99414387,N/A,N/A,N/A,N/A,N/A,N/A
994,6,1,-4.293991974,-56.22101714,N/A,N/A,N/A,N/A,N/A,N/A
995,1,1,4.758331144,-67.08218791,N/A,N/A,N/A,N/A,N/A,N/A
996,2,2,-13.36814415,-62.90259639,N/A,N/A,N/A,N/A,N/A,N/A
997,2,4,-11.39059289,-74.58653414,N/A,N/A,N/A,N/A,N/A,N/A
998,4,3,-11.51725534,-54.01412598,2001,N/A,N/A,D/ND,N/A,N/A
999,1,1,-9.129263822,-55.33330198,N/A,N/A,N/A,N/A,N/A,N/A
1000,1,1,-0.076940704,-54.9490027,N/A,N/A,N/A,N/A,N/A,N/A
1001,6,7,-10.19807935,-55.90031858,N/A,N/A,N/A,N/A,N/A,N/A
1002,1,1,1.137671392,-65.9678278,N/A,N/A,N/A,N/A,N/A,N/A
1003,3,4,-12.12307917,-63.18718267,2006,N/A,N/A,Deforestation,N/A,N/A
1004,1,1,2.704243416,-68.12216752,N/A,N/A,N/A,N/A,N/A,N/A
1005,1,1,5.255279159,-62.71475867,N/A,N/A,N/A,N/A,N/A,N/A
1006,1,1,-15.44244398,-65.90153214,N/A,N/A,N/A,N/A,N/A,N/A
1007,1,1,-6.844219234,-58.10289783,N/A,N/A,N/A,N/A,N/A,N/A
1008,1,1,-3.601929879,-53.93004367,N/A,N/A,N/A,N/A,N/A,N/A
1009,4,3,0.024119765,-76.98692241,2015,N/A,N/A,D/ND,N/A,N/A
1010,1,1,-11.18173458,-52.94207652,N/A,N/A,N/A,N/A,N/A,N/A
1011,4,3,2.155821935,-61.21448231,1998,2016,N/A,D/ND,D/ND,N/A
1012,1,1,4.405293238,-66.97654604,N/A,N/A,N/A,N/A,N/A,N/A
1013,1,1,-2.402678975,-71.10035218,N/A,N/A,N/A,N/A,N/A,N/A
1014,2,2,-5.121070856,-56.83762075,N/A,N/A,N/A,N/A,N/A,N/A
1015,1,1,-10.23473061,-57.86493411,N/A,N/A,N/A,N/A,N/A,N/A
1016,1,1,-7.602038008,-50.76698572,N/A,N/A,N/A,N/A,N/A,N/A
1017,1,1,7.135273386,-58.88200668,N/A,N/A,N/A,N/A,N/A,N/A
1018,1,1,-8.644982053,-62.95892076,N/A,N/A,N/A,N/A,N/A,N/A
1019,2,2,-4.081091252,-47.38455919,N/A,N/A,N/A,N/A,N/A,N/A
1020,2,6,-2.671634571,-66.67444261,N/A,N/A,N/A,N/A,N/A,N/A
1021,4,3,-12.13951834,-54.87031028,2013,N/A,N/A,D/ND,N/A,N/A
1022,1,1,2.771886556,-53.18246569,N/A,N/A,N/A,N/A,N/A,N/A
1023,2,7,-3.923706414,-47.89875485,N/A,N/A,N/A,N/A,N/A,N/A
1024,1,1,-3.2276019,-74.7126576,N/A,N/A,N/A,N/A,N/A,N/A
1025,1,1,-8.779729345,-59.65006624,N/A,N/A,N/A,N/A,N/A,N/A
1026,3,4,-12.56262484,-57.05860631,2002,N/A,N/A,Deforestation,N/A,N/A
1027,1,1,-2.638756231,-72.18264244,N/A,N/A,N/A,N/A,N/A,N/A
1028,1,1,-2.168757675,-61.7176287,N/A,N/A,N/A,N/A,N/A,N/A
1029,3,4,-2.038861285,-54.41998483,2003,N/A,N/A,Deforestation,N/A,N/A
1030,6,6,0.893509297,-51.05507544,N/A,N/A,N/A,N/A,N/A,N/A
1031,1,1,-5.678385658,-53.08059674,N/A,N/A,N/A,N/A,N/A,N/A
1032,1,1,-10.60609415,-71.82744857,N/A,N/A,N/A,N/A,N/A,N/A
1033,1,1,-2.831983849,-76.78641843,N/A,N/A,N/A,N/A,N/A,N/A
1034,1,1,0.400873196,-69.13115525,N/A,N/A,N/A,N/A,N/A,N/A
1035,4,5,-10.30399072,-74.71696951,2004,N/A,N/A,D/ND,N/A,N/A
1036,2,5,-6.472855696,-76.52393071,N/A,N/A,N/A,N/A,N/A,N/A
1037,1,1,1.171358215,-56.59238068,N/A,N/A,N/A,N/A,N/A,N/A
1038,1,1,-3.545875005,-66.28017203,N/A,N/A,N/A,N/A,N/A,N/A
1039,1,1,1.078652077,-67.05577745,N/A,N/A,N/A,N/A,N/A,N/A
1040,2,2,-9.818361477,-55.80303104,N/A,N/A,N/A,N/A,N/A,N/A
1041,1,1,-11.03593801,-72.40039406,N/A,N/A,N/A,N/A,N/A,N/A
1042,2,2,3.847978435,-74.25128287,N/A,N/A,N/A,N/A,N/A,N/A
1043,1,1,-5.191139448,-66.38204098,N/A,N/A,N/A,N/A,N/A,N/A
1044,2,2,-13.26573621,-61.7028065,N/A,N/A,N/A,N/A,N/A,N/A
1045,1,1,-2.57165208,-68.96218214,N/A,N/A,N/A,N/A,N/A,N/A
1046,1,1,-6.292024829,-70.00270074,N/A,N/A,N/A,N/A,N/A,N/A
1047,1,1,-1.595812186,-66.6647408,N/A,N/A,N/A,N/A,N/A,N/A
1048,1,1,-7.02855353,-63.47176896,N/A,N/A,N/A,N/A,N/A,N/A
1049,3,3,-1.447859659,-54.45852255,2015,N/A,N/A,Deforestation,N/A,N/A
1050,4,1,-10.4443974,-71.23698594,2001,N/A,N/A,D/ND,N/A,N/A
1051,1,1,1.004541066,-58.2786083,N/A,N/A,N/A,N/A,N/A,N/A
1052,1,1,-8.498915987,-68.61345615,N/A,N/A,N/A,N/A,N/A,N/A
1053,1,1,-8.011939272,-52.40200937,N/A,N/A,N/A,N/A,N/A,N/A
1054,1,1,-6.123051724,-56.31453176,N/A,N/A,N/A,N/A,N/A,N/A
1055,2,7,-13.72172105,-62.83010235,N/A,N/A,N/A,N/A,N/A,N/A
1056,1,1,-5.253662192,-63.32812834,N/A,N/A,N/A,N/A,N/A,N/A
1057,1,1,4.087559122,-58.98145018,N/A,N/A,N/A,N/A,N/A,N/A
1058,1,1,-8.407287828,-57.58573772,N/A,N/A,N/A,N/A,N/A,N/A
1059,6,4,-10.70230372,-62.14235217,N/A,N/A,N/A,N/A,N/A,N/A
1060,1,1,3.121960023,-51.09792508,N/A,N/A,N/A,N/A,N/A,N/A
1061,1,1,-1.130125543,-67.06952167,N/A,N/A,N/A,N/A,N/A,N/A
1062,1,1,0.912104424,-62.10731787,N/A,N/A,N/A,N/A,N/A,N/A
1063,1,4,-6.885451906,-49.29042489,N/A,N/A,N/A,N/A,N/A,N/A
1064,1,1,-9.174808407,-72.86284677,N/A,N/A,N/A,N/A,N/A,N/A
1065,1,1,0.010645036,-64.09915235,N/A,N/A,N/A,N/A,N/A,N/A
1066,1,3,-14.55904073,-68.63744117,N/A,N/A,N/A,N/A,N/A,N/A
1067,4,3,-8.45148494,-51.69512508,2010,N/A,N/A,D/ND,N/A,N/A
1068,1,1,-3.975988363,-52.07565143,N/A,N/A,N/A,N/A,N/A,N/A
1069,1,1,-0.056459116,-61.35084657,N/A,N/A,N/A,N/A,N/A,N/A
1070,1,1,-7.021277176,-74.36851302,N/A,N/A,N/A,N/A,N/A,N/A
1071,1,1,-7.357606419,-74.7328697,N/A,N/A,N/A,N/A,N/A,N/A
1072,4,3,-11.84711671,-56.91900812,2007,2012,2017,D/ND,D/ND,D/ND
1073,1,1,-11.45015119,-58.24896389,N/A,N/A,N/A,N/A,N/A,N/A
1074,1,1,4.269467967,-67.98607275,N/A,N/A,N/A,N/A,N/A,N/A
1075,2,7,0.379313629,-61.9763435,N/A,N/A,N/A,N/A,N/A,N/A
1076,1,1,-3.320847027,-52.88144024,N/A,N/A,N/A,N/A,N/A,N/A
1077,1,1,-7.220972664,-54.12192382,N/A,N/A,N/A,N/A,N/A,N/A
1078,1,1,-1.216633305,-59.18330162,N/A,N/A,N/A,N/A,N/A,N/A
1079,1,1,-9.80623422,-59.21617996,N/A,N/A,N/A,N/A,N/A,N/A
1080,1,1,4.995486379,-56.59211118,N/A,N/A,N/A,N/A,N/A,N/A
1081,1,1,-13.35790336,-70.47189081,N/A,N/A,N/A,N/A,N/A,N/A
1082,1,1,-11.66439939,-61.72167112,N/A,N/A,N/A,N/A,N/A,N/A
1083,4,5,-6.922911653,-75.10234677,2006,2013,2015,D/ND,D/ND,D/ND
1084,1,1,-3.2276019,-66.89057726,N/A,N/A,N/A,N/A,N/A,N/A
1085,1,1,-6.293102807,-59.81284097,N/A,N/A,N/A,N/A,N/A,N/A
1086,2,2,-13.66728314,-65.81744983,N/A,N/A,N/A,N/A,N/A,N/A
1087,1,1,-7.132039451,-56.27841949,N/A,N/A,N/A,N/A,N/A,N/A
1088,1,1,-9.045181512,-69.52407835,N/A,N/A,N/A,N/A,N/A,N/A
1089,2,2,-12.9280595,-64.66050957,N/A,N/A,N/A,N/A,N/A,N/A
1090,1,1,-5.109482589,-53.18246569,N/A,N/A,N/A,N/A,N/A,N/A
1091,4,7,-6.47959306,-77.30869894,2003,N/A,N/A,D/ND,N/A,N/A
1092,1,1,-3.10066995,-63.3699,N/A,N/A,N/A,N/A,N/A,N/A
1093,1,1,-11.39921671,-67.58587329,N/A,N/A,N/A,N/A,N/A,N/A
1094,1,1,-6.110654973,-55.48179349,N/A,N/A,N/A,N/A,N/A,N/A
1095,1,1,-2.150971032,-74.18202276,N/A,N/A,N/A,N/A,N/A,N/A
1096,1,1,-0.483069044,-50.91628572,N/A,N/A,N/A,N/A,N/A,N/A
1097,1,1,-1.178095579,-58.40095884,N/A,N/A,N/A,N/A,N/A,N/A
1098,1,1,2.92846291,-69.34136102,N/A,N/A,N/A,N/A,N/A,N/A
1099,1,1,-2.809346304,-50.11939024,N/A,N/A,N/A,N/A,N/A,N/A
